STATION_ID,IRI,Year,Precipitation,Temperature,AADTT,SN
28_1016,1.06,1992,1443,16.7,171,5.1
28_1016,1.08,1992,1443,16.7,171,5.1
28_1016,1.06,1992,1443,16.7,171,5.1
28_1016,1.1,1992,1443,16.7,171,5.1
28_1016,1.08,1992,1443,16.7,171,5.1
28_1016,1.1,1992,1443,16.7,171,5.1
28_1016,1.1,1992,1443,16.7,171,5.1
28_1016,1.06,1992,1443,16.7,171,5.1
28_1016,1.05,1992,1443,16.7,171,5.1
28_1016,1.05,1992,1443,16.7,171,5.1
28_1016,1.07,1993,1300,16.6,173,5.1
28_1016,1.06,1993,1300,16.6,173,5.1
28_1016,1.05,1993,1300,16.6,173,5.1
28_1016,1.05,1993,1300,16.6,173,5.1
28_1016,1.03,1993,1300,16.6,173,5.1
28_1016,1.08,1994,1584,17.0,168,5.1
28_1016,1.09,1994,1584,17.0,168,5.1
28_1016,1.07,1994,1584,17.0,168,5.1
28_1016,1.09,1994,1584,17.0,168,5.1
28_1016,1.06,1994,1584,17.0,168,5.1
28_1016,1.09,1995,1487,17.1,169,5.1
28_1016,1.11,1995,1487,17.1,169,5.1
28_1016,1.12,1995,1487,17.1,169,5.1
28_1016,1.1,1995,1487,17.1,169,5.1
28_1016,1.1,1995,1487,17.1,169,5.1
28_1016,1.09,1996,1260,16.8,280,5.1
28_1016,1.1,1996,1260,16.8,280,5.1
28_1016,1.13,1996,1260,16.8,280,5.1
28_1016,1.02,1996,1260,16.8,280,5.1
28_1016,1.05,1996,1260,16.8,280,5.1
28_1016,1.1,1996,1260,16.8,280,5.1
28_1016,1.07,1996,1260,16.8,280,5.1
28_1016,1.12,1996,1260,16.8,280,5.1
28_1016,1.1,1996,1260,16.8,280,5.1
28_1016,1.12,1996,1260,16.8,280,5.1
28_1016,1.04,1996,1260,16.8,280,5.1
28_1016,1.04,1996,1260,16.8,280,5.1
28_1016,1.08,1996,1260,16.8,280,5.1
28_1016,1.1,1996,1260,16.8,280,5.1
28_1016,1.12,1996,1260,16.8,280,5.1
28_1016,1.1,1996,1260,16.8,280,5.1
28_1016,1.12,1996,1260,16.8,280,5.1
28_1016,1.11,1996,1260,16.8,280,5.1
28_1016,1.07,1996,1260,16.8,280,5.1
28_1016,1.08,1997,1712,16.6,208,5.1
28_1016,1.07,1997,1712,16.6,208,5.1
28_1016,1.06,1997,1712,16.6,208,5.1
28_1016,1.05,1997,1712,16.6,208,5.1
28_1016,1.06,1997,1712,16.6,208,5.1
28_3082,1.06,1990,1505,16.7,252,5.7
28_3082,1.06,1990,1505,16.7,252,5.7
28_3082,1.05,1990,1505,16.7,252,5.7
28_3082,1.04,1990,1505,16.7,252,5.7
28_3082,1.04,1990,1505,16.7,252,5.7
28_3082,1.1,1992,1240,15.5,354,5.7
28_3082,1.11,1992,1240,15.5,354,5.7
28_3082,1.09,1992,1240,15.5,354,5.7
28_3082,1.11,1992,1240,15.5,354,5.7
28_3082,1.15,1994,1431,16.0,375,5.7
28_3082,1.15,1994,1431,16.0,375,5.7
28_3082,1.15,1994,1431,16.0,375,5.7
28_3082,1.15,1994,1431,16.0,375,5.7
28_3082,1.15,1994,1431,16.0,375,5.7
28_3082,1.3,1995,1497,16.0,386,5.7
28_3082,1.29,1995,1497,16.0,386,5.7
28_3082,1.29,1995,1497,16.0,386,5.7
28_3082,1.28,1995,1497,16.0,386,5.7
28_3082,1.28,1995,1497,16.0,386,5.7
28_3082,1.48,1998,1488,16.9,422,5.7
28_3082,1.49,1998,1488,16.9,422,5.7
28_3082,1.4,1998,1488,16.9,422,5.7
28_3082,1.46,1998,1488,16.9,422,5.7
28_3082,1.47,1998,1488,16.9,422,5.7
28_3082,1.65,2001,1869,15.8,465,5.7
28_3082,1.69,2001,1869,15.8,465,5.7
28_3082,1.76,2001,1869,15.8,465,5.7
28_3082,1.68,2001,1869,15.8,465,5.7
28_3082,1.68,2001,1869,15.8,465,5.7
28_3083,1.46,1990,1612,17.1,13,2.0
28_3083,1.46,1990,1612,17.1,13,2.0
28_3083,1.46,1990,1612,17.1,13,2.0
28_3083,1.46,1990,1612,17.1,13,2.0
28_3083,1.47,1990,1612,17.1,13,2.0
28_3083,1.45,1992,1335,15.5,23,2.0
28_3083,1.46,1992,1335,15.5,23,2.0
28_3083,1.47,1992,1335,15.5,23,2.0
28_3083,1.46,1992,1335,15.5,23,2.0
28_3083,1.47,1992,1335,15.5,23,2.0
28_3083,1.39,1994,1522,15.9,24,2.0
28_3083,1.39,1994,1522,15.9,24,2.0
28_3083,1.4,1994,1522,15.9,24,2.0
28_3083,1.38,1994,1522,15.9,24,2.0
28_3083,1.73,1995,1335,15.9,22,2.0
28_3083,1.72,1995,1335,15.9,22,2.0
28_3083,1.69,1995,1335,15.9,22,2.0
28_3083,1.71,1995,1335,15.9,22,2.0
28_3083,1.61,1998,1310,17.5,28,2.0
28_3083,1.55,1998,1310,17.5,28,2.0
28_3083,1.63,1998,1310,17.5,28,2.0
28_3083,1.61,1998,1310,17.5,28,2.0
28_3083,1.6,1998,1310,17.5,28,2.0
28_3083,1.58,1999,1334,17.0,29,2.0
28_3083,1.54,1999,1334,17.0,29,2.0
28_3083,1.55,1999,1334,17.0,29,2.0
28_3083,1.57,1999,1334,17.0,29,2.0
28_3083,1.56,1999,1334,17.0,29,2.0
28_3083,1.65,2001,1812,16.0,31,2.0
28_3083,1.65,2001,1812,16.0,31,2.0
28_3083,1.65,2001,1812,16.0,31,2.0
28_3083,1.63,2001,1812,16.0,31,2.0
28_3083,1.7,2002,1897,16.3,32,2.0
28_3083,1.76,2002,1897,16.3,32,2.0
28_3083,1.74,2002,1897,16.3,32,2.0
28_3083,1.65,2002,1897,16.3,32,2.0
28_3083,1.66,2002,1897,16.3,32,2.0
28_3083,1.76,2004,1659,16.4,35,2.0
28_3083,1.79,2004,1659,16.4,35,2.0
28_3083,1.76,2004,1659,16.4,35,2.0
28_3083,1.73,2004,1659,16.4,35,2.0
28_3083,1.79,2004,1659,16.4,35,2.0
28_3083,2.01,2011,1455,16.7,43,2.0
28_3083,2.0,2011,1455,16.7,43,2.0
28_3083,2.01,2011,1455,16.7,43,2.0
28_3083,1.99,2011,1455,16.7,43,2.0
28_3083,2.05,2011,1455,16.7,43,2.0
28_3083,2.42,2016,1336,17.2,51,2.0
28_3083,2.32,2016,1336,17.2,51,2.0
28_3083,2.39,2016,1336,17.2,51,2.0
28_3083,2.23,2016,1336,17.2,51,2.0
28_3083,2.29,2016,1336,17.2,51,2.0
29_1005,0.82,1990,1348,14.3,598,4.1
29_1005,0.77,1990,1348,14.3,598,4.1
29_1005,0.79,1990,1348,14.3,598,4.1
29_1005,0.81,1990,1348,14.3,598,4.1
29_1005,0.79,1990,1348,14.3,598,4.1
29_1005,0.79,1990,1348,14.3,598,4.1
29_1005,0.8,1990,1348,14.3,598,4.1
29_1005,0.82,1990,1348,14.3,598,4.1
29_1005,0.79,1992,1013,13.2,317,4.1
29_1005,0.78,1992,1013,13.2,317,4.1
29_1005,0.79,1992,1013,13.2,317,4.1
29_1005,0.81,1992,1013,13.2,317,4.1
29_1005,0.79,1992,1013,13.2,317,4.1
29_1005,0.81,1993,1531,12.8,447,4.1
29_1005,0.81,1993,1531,12.8,447,4.1
29_1005,0.81,1993,1531,12.8,447,4.1
29_1005,0.79,1993,1531,12.8,447,4.1
29_1005,0.82,1993,1531,12.8,447,4.1
29_1005,0.73,1994,1365,13.6,499,4.1
29_1005,0.74,1994,1365,13.6,499,4.1
29_1005,0.74,1994,1365,13.6,499,4.1
29_1005,0.73,1994,1365,13.6,499,4.1
29_1005,0.72,1994,1365,13.6,499,4.1
29_1005,0.78,1997,869,12.9,472,4.1
29_1005,0.76,1997,869,12.9,472,4.1
29_1005,0.76,1997,869,12.9,472,4.1
29_1005,0.79,1997,869,12.9,472,4.1
29_1005,0.76,1997,869,12.9,472,4.1
29_1005,0.77,1998,1315,14.8,513,4.1
29_1005,0.8,1998,1315,14.8,513,4.1
29_1005,0.8,1998,1315,14.8,513,4.1
29_1005,0.76,1998,1315,14.8,513,4.1
29_1005,0.8,1999,811,14.7,542,4.1
29_1005,0.8,1999,811,14.7,542,4.1
29_1005,0.79,1999,811,14.7,542,4.1
29_1005,0.79,1999,811,14.7,542,4.1
29_1005,0.81,1999,811,14.7,542,4.1
29_1005,0.81,2000,714,14.3,730,4.1
29_1005,0.83,2000,714,14.3,730,4.1
29_1005,0.83,2000,714,14.3,730,4.1
29_1005,0.81,2000,714,14.3,730,4.1
29_1005,0.82,2000,714,14.3,730,4.1
29_1005,0.82,2001,1076,15.0,760,4.1
29_1005,0.83,2001,1076,15.0,760,4.1
29_1005,0.82,2001,1076,15.0,760,4.1
29_1005,0.8,2001,1076,15.0,760,4.1
29_1005,0.88,2002,957,12.6,789,4.1
29_1005,0.87,2002,957,12.6,789,4.1
29_1005,0.84,2002,957,12.6,789,4.1
29_1005,0.86,2002,957,12.6,789,4.1
29_1005,0.88,2002,957,12.6,789,4.1
29_1005,0.89,2004,1202,13.4,860,4.1
29_1005,0.87,2004,1202,13.4,860,4.1
29_1005,0.91,2004,1202,13.4,860,4.1
29_1005,0.91,2004,1202,13.4,860,4.1
29_1005,0.97,2005,918,14.1,757,4.1
29_1005,0.9,2005,918,14.1,757,4.1
29_1005,0.9,2005,918,14.1,757,4.1
29_1005,0.89,2005,918,14.1,757,4.1
29_1005,0.87,2005,918,14.1,757,4.1
30_1001,1.04,1989,634,6.0,151,4.3
30_1001,1.01,1989,634,6.0,151,4.3
30_1001,1.04,1989,634,6.0,151,4.3
30_1001,1.02,1989,634,6.0,151,4.3
30_1001,1.05,1989,634,6.0,151,4.3
30_1001,1.01,1990,360,7.3,172,4.3
30_1001,1.04,1990,360,7.3,172,4.3
30_1001,1.02,1990,360,7.3,172,4.3
30_1001,1.01,1990,360,7.3,172,4.3
30_1001,1.01,1990,360,7.3,172,4.3
30_1001,1.07,1990,360,7.3,172,4.3
30_1001,1.04,1990,360,7.3,172,4.3
30_1001,1.02,1990,360,7.3,172,4.3
30_1001,1.04,1990,360,7.3,172,4.3
30_1001,1.01,1990,360,7.3,172,4.3
30_1001,1.02,1991,458,7.5,155,4.3
30_1001,1.04,1991,458,7.5,155,4.3
30_1001,1.02,1991,458,7.5,155,4.3
30_1001,1.02,1991,458,7.5,155,4.3
30_1001,1.03,1991,458,7.5,155,4.3
30_1001,1.05,1992,455,7.7,168,4.3
30_1001,1.05,1992,455,7.7,168,4.3
30_1001,1.07,1992,455,7.7,168,4.3
30_1001,1.07,1992,455,7.7,168,4.3
30_1001,1.05,1992,455,7.7,168,4.3
30_1001,1.07,1993,772,5.5,172,4.3
30_1001,1.08,1993,772,5.5,172,4.3
30_1001,1.07,1993,772,5.5,172,4.3
30_1001,1.09,1993,772,5.5,172,4.3
30_1001,1.08,1993,772,5.5,172,4.3
30_1001,1.1,1994,332,7.7,195,4.3
30_1001,1.09,1994,332,7.7,195,4.3
30_1001,1.11,1994,332,7.7,195,4.3
30_1001,1.14,1994,332,7.7,195,4.3
30_1001,1.13,1994,332,7.7,195,4.3
30_1001,1.09,1995,633,6.8,200,4.3
30_1001,1.1,1995,633,6.8,200,4.3
30_1001,1.07,1995,633,6.8,200,4.3
30_1001,1.08,1995,633,6.8,200,4.3
30_1001,1.14,1996,428,4.9,214,4.3
30_1001,1.12,1996,428,4.9,214,4.3
30_1001,1.12,1996,428,4.9,214,4.3
30_1001,1.13,1996,428,4.9,214,4.3
30_1001,1.09,1997,504,7.1,212,4.3
30_1001,1.11,1997,504,7.1,212,4.3
30_1001,1.09,1997,504,7.1,212,4.3
30_1001,1.1,1997,504,7.1,212,4.3
30_1001,1.24,1998,457,7.9,199,4.3
30_1001,1.25,1998,457,7.9,199,4.3
30_1001,1.28,1998,457,7.9,199,4.3
30_1001,1.27,1998,457,7.9,199,4.3
30_1001,1.25,1998,457,7.9,199,4.3
30_1001,1.14,1999,385,8.5,189,4.3
30_1001,1.13,1999,385,8.5,189,4.3
30_1001,1.13,1999,385,8.5,189,4.3
30_1001,1.12,1999,385,8.5,189,4.3
30_1001,1.12,1999,385,8.5,189,4.3
34_1638,0.88,1989,1372,12.0,1190,6.1
34_1638,0.92,1989,1372,12.0,1190,6.1
34_1638,0.88,1989,1372,12.0,1190,6.1
34_1638,0.89,1989,1372,12.0,1190,6.1
34_1638,0.91,1989,1372,12.0,1190,6.1
34_1638,0.93,1990,1137,13.8,1250,6.1
34_1638,0.94,1990,1137,13.8,1250,6.1
34_1638,0.94,1990,1137,13.8,1250,6.1
34_1638,0.96,1990,1137,13.8,1250,6.1
34_1638,0.94,1990,1137,13.8,1250,6.1
34_1638,0.95,1991,1059,13.9,1430,6.1
34_1638,0.93,1991,1059,13.9,1430,6.1
34_1638,0.92,1991,1059,13.9,1430,6.1
34_1638,0.97,1991,1059,13.9,1430,6.1
34_1638,0.93,1991,1059,13.9,1430,6.1
34_1638,0.9,1992,921,12.2,1615,6.1
34_1638,0.91,1992,921,12.2,1615,6.1
34_1638,0.91,1992,921,12.2,1615,6.1
34_1638,0.88,1992,921,12.2,1615,6.1
34_1638,0.89,1992,921,12.2,1615,6.1
34_1638,0.92,1993,1193,12.9,1146,6.1
34_1638,0.93,1993,1193,12.9,1146,6.1
34_1638,0.93,1993,1193,12.9,1146,6.1
34_1638,0.91,1993,1193,12.9,1146,6.1
34_1638,0.92,1993,1193,12.9,1146,6.1
34_1638,0.97,1994,1193,13.0,1149,6.1
34_1638,0.92,1994,1193,13.0,1149,6.1
34_1638,1.0,1994,1193,13.0,1149,6.1
34_1638,0.94,1994,1193,13.0,1149,6.1
34_1638,0.97,1994,1193,13.0,1149,6.1
34_1638,1.04,1997,982,12.7,1254,6.1
34_1638,1.02,1997,982,12.7,1254,6.1
34_1638,1.04,1997,982,12.7,1254,6.1
34_1638,1.02,1997,982,12.7,1254,6.1
34_1638,1.03,1997,982,12.7,1254,6.1
34_1638,1.0,1998,880,14.5,1269,6.1
34_1638,1.01,1998,880,14.5,1269,6.1
34_1638,1.0,1998,880,14.5,1269,6.1
34_1638,1.01,1998,880,14.5,1269,6.1
34_1638,0.98,1998,880,14.5,1269,6.1
34_1638,1.03,1999,1329,13.7,1178,6.1
34_1638,1.05,1999,1329,13.7,1178,6.1
34_1638,1.02,1999,1329,13.7,1178,6.1
34_1638,1.01,1999,1329,13.7,1178,6.1
34_1638,1.05,2001,841,13.5,1592,6.1
34_1638,1.06,2001,841,13.5,1592,6.1
34_1638,1.07,2001,841,13.5,1592,6.1
34_1638,1.09,2001,841,13.5,1592,6.1
34_1638,1.05,2002,1150,13.4,1609,6.1
34_1638,1.05,2002,1150,13.4,1609,6.1
34_1638,1.02,2002,1150,13.4,1609,6.1
34_1638,1.03,2002,1150,13.4,1609,6.1
34_1638,1.05,2002,1150,13.4,1609,6.1
34_1638,1.04,2002,1150,13.4,1609,6.1
34_1638,1.07,2002,1150,13.4,1609,6.1
34_1638,1.03,2002,1150,13.4,1609,6.1
34_1638,1.04,2002,1150,13.4,1609,6.1
34_1638,1.03,2002,1150,13.4,1609,6.1
34_1638,1.03,2003,1448,13.1,1914,6.1
34_1638,1.02,2003,1448,13.1,1914,6.1
34_1638,0.99,2003,1448,13.1,1914,6.1
34_1638,1.03,2003,1448,13.1,1914,6.1
34_1638,1.02,2003,1448,13.1,1914,6.1
34_1638,1.02,2004,1461,13.5,1860,6.1
34_1638,1.05,2004,1461,13.5,1860,6.1
34_1638,1.03,2004,1461,13.5,1860,6.1
34_1638,1.03,2004,1461,13.5,1860,6.1
34_1638,1.02,2005,1209,13.9,1700,6.1
34_1638,1.04,2005,1209,13.9,1700,6.1
34_1638,1.05,2005,1209,13.9,1700,6.1
34_1638,1.05,2005,1209,13.9,1700,6.1
34_1638,1.05,2005,1209,13.9,1700,6.1
35_1022,0.67,1990,312,9.7,594,4.2
35_1022,0.69,1990,312,9.7,594,4.2
35_1022,0.68,1990,312,9.7,594,4.2
35_1022,0.74,1991,312,9.3,612,4.2
35_1022,0.73,1991,312,9.3,612,4.2
35_1022,0.75,1991,312,9.3,612,4.2
35_1022,0.73,1991,312,9.3,612,4.2
35_1022,0.73,1991,312,9.3,612,4.2
35_1022,0.75,1993,216,9.9,909,4.2
35_1022,0.76,1993,216,9.9,909,4.2
35_1022,0.76,1993,216,9.9,909,4.2
35_1022,0.77,1993,216,9.9,909,4.2
35_1022,0.78,1993,216,9.9,909,4.2
35_1022,0.8,1995,209,10.7,689,4.2
35_1022,0.78,1995,209,10.7,689,4.2
35_1022,0.77,1995,209,10.7,689,4.2
35_1022,0.78,1995,209,10.7,689,4.2
35_1022,0.77,1995,209,10.7,689,4.2
35_1022,0.85,1997,369,9.9,910,4.2
35_1022,0.84,1997,369,9.9,910,4.2
35_1022,0.84,1997,369,9.9,910,4.2
35_1022,0.87,1997,369,9.9,910,4.2
35_1022,0.84,1997,369,9.9,910,4.2
35_1022,0.83,1999,233,10.6,496,4.2
35_1022,0.85,1999,233,10.6,496,4.2
35_1022,0.84,1999,233,10.6,496,4.2
35_1022,0.79,1999,233,10.6,496,4.2
35_1022,0.8,1999,233,10.6,496,4.2
35_1112,0.8,1990,368,16.4,11,3.5
35_1112,0.8,1990,368,16.4,11,3.5
35_1112,0.78,1990,368,16.4,11,3.5
35_1112,0.79,1990,368,16.4,11,3.5
35_1112,0.74,1990,368,16.4,11,3.5
35_1112,0.75,1991,549,15.9,15,3.5
35_1112,0.75,1991,549,15.9,15,3.5
35_1112,0.75,1991,549,15.9,15,3.5
35_1112,0.76,1991,549,15.9,15,3.5
35_1112,0.76,1991,549,15.9,15,3.5
35_1112,0.79,1992,456,15.8,16,3.5
35_1112,0.76,1992,456,15.8,16,3.5
35_1112,0.79,1992,456,15.8,16,3.5
35_1112,0.79,1992,456,15.8,16,3.5
35_1112,0.79,1992,456,15.8,16,3.5
35_1112,0.85,1994,275,17.3,459,3.5
35_1112,0.87,1994,275,17.3,459,3.5
35_1112,0.87,1994,275,17.3,459,3.5
35_1112,0.81,1994,275,17.3,459,3.5
35_1112,0.84,1994,275,17.3,459,3.5
35_1112,0.84,1994,275,17.3,459,3.5
35_1112,0.82,1994,275,17.3,459,3.5
35_1112,0.84,1994,275,17.3,459,3.5
35_1112,0.83,1994,275,17.3,459,3.5
35_1112,0.83,1994,275,17.3,459,3.5
35_1112,0.85,1995,354,16.6,37,3.5
35_1112,0.83,1995,354,16.6,37,3.5
35_1112,0.82,1995,354,16.6,37,3.5
35_1112,0.85,1995,354,16.6,37,3.5
35_1112,0.84,1995,354,16.6,37,3.5
35_1112,0.83,1995,354,16.6,37,3.5
35_1112,0.81,1995,354,16.6,37,3.5
35_1112,0.82,1995,354,16.6,37,3.5
35_1112,0.88,1995,354,16.6,37,3.5
35_1112,0.8,1995,354,16.6,37,3.5
35_1112,0.86,1995,354,16.6,37,3.5
35_1112,0.85,1995,354,16.6,37,3.5
35_1112,0.82,1995,354,16.6,37,3.5
35_1112,0.84,1995,354,16.6,37,3.5
35_1112,0.86,1995,354,16.6,37,3.5
35_1112,0.94,1997,596,16.7,490,3.5
35_1112,0.86,1997,596,16.7,490,3.5
35_1112,0.88,1997,596,16.7,490,3.5
35_1112,0.8,1997,596,16.7,490,3.5
35_1112,0.88,1997,596,16.7,490,3.5
35_1112,0.9,1997,596,16.7,490,3.5
35_1112,0.93,1997,596,16.7,490,3.5
35_1112,0.88,1997,596,16.7,490,3.5
35_1112,0.95,1997,596,16.7,490,3.5
35_1112,0.9,1997,596,16.7,490,3.5
35_1112,0.91,1997,596,16.7,490,3.5
35_1112,0.82,1997,596,16.7,490,3.5
35_1112,0.89,1997,596,16.7,490,3.5
35_1112,0.83,1997,596,16.7,490,3.5
35_1112,0.87,1997,596,16.7,490,3.5
35_1112,0.88,1997,596,16.7,490,3.5
35_1112,0.82,1997,596,16.7,490,3.5
35_1112,0.82,1997,596,16.7,490,3.5
35_1112,0.87,1997,596,16.7,490,3.5
35_1112,0.86,2000,343,17.7,239,3.5
35_1112,0.83,2000,343,17.7,239,3.5
35_1112,0.81,2000,343,17.7,239,3.5
35_1112,0.86,2000,343,17.7,239,3.5
35_1112,0.8,2000,343,17.7,239,3.5
35_1112,0.81,2000,343,17.7,239,3.5
35_1112,0.85,2000,343,17.7,239,3.5
35_1112,0.85,2000,343,17.7,239,3.5
35_1112,0.84,2000,343,17.7,239,3.5
35_1112,0.86,2000,343,17.7,239,3.5
35_1112,0.89,2001,311,17.5,31,3.5
35_1112,0.88,2001,311,17.5,31,3.5
35_1112,0.88,2001,311,17.5,31,3.5
35_1112,0.86,2001,311,17.5,31,3.5
35_1112,0.87,2001,311,17.5,31,3.5
35_1112,0.88,2001,311,17.5,31,3.5
35_1112,0.87,2001,311,17.5,31,3.5
35_1112,0.84,2001,311,17.5,31,3.5
35_1112,0.89,2001,311,17.5,31,3.5
35_1112,0.86,2001,311,17.5,31,3.5
35_1112,0.87,2001,311,17.5,31,3.5
35_1112,0.87,2001,311,17.5,31,3.5
35_1112,0.88,2001,311,17.5,31,3.5
35_1112,0.85,2001,311,17.5,31,3.5
35_1112,0.86,2001,311,17.5,31,3.5
35_1112,0.85,2001,311,17.5,31,3.5
35_1112,0.88,2001,311,17.5,31,3.5
35_1112,0.86,2001,311,17.5,31,3.5
35_1112,0.89,2001,311,17.5,31,3.5
35_1112,0.88,2001,311,17.5,31,3.5
35_1112,0.95,2002,473,16.9,45,3.5
35_1112,0.9,2002,473,16.9,45,3.5
35_1112,0.89,2002,473,16.9,45,3.5
35_1112,0.88,2002,473,16.9,45,3.5
35_1112,0.94,2002,473,16.9,45,3.5
35_1112,0.95,2002,473,16.9,45,3.5
35_1112,0.94,2002,473,16.9,45,3.5
35_1112,0.93,2002,473,16.9,45,3.5
35_1112,0.86,2002,473,16.9,45,3.5
35_1112,0.91,2002,473,16.9,45,3.5
35_1112,1.03,2003,185,18.0,49,3.5
35_1112,1.0,2003,185,18.0,49,3.5
35_1112,1.0,2003,185,18.0,49,3.5
35_1112,1.03,2003,185,18.0,49,3.5
35_1112,0.98,2003,185,18.0,49,3.5
35_1112,0.99,2003,185,18.0,49,3.5
35_1112,1.02,2003,185,18.0,49,3.5
35_1112,0.98,2003,185,18.0,49,3.5
35_1112,1.21,2004,816,16.8,139,3.5
35_1112,1.2,2004,816,16.8,139,3.5
35_1112,1.15,2004,816,16.8,139,3.5
35_1112,1.17,2004,816,16.8,139,3.5
35_1112,1.19,2004,816,16.8,139,3.5
35_2006,1.41,1990,403,8.7,354,4.4
35_2006,1.4,1990,403,8.7,354,4.4
35_2006,1.4,1990,403,8.7,354,4.4
35_2006,1.42,1990,403,8.7,354,4.4
35_2006,1.37,1991,292,8.5,297,4.4
35_2006,1.45,1991,292,8.5,297,4.4
35_2006,1.47,1991,292,8.5,297,4.4
35_2006,1.47,1991,292,8.5,297,4.4
35_2006,1.41,1991,292,8.5,297,4.4
37_1030,1.05,1989,1546,16.2,195,3.2
37_1030,1.04,1989,1546,16.2,195,3.2
37_1030,1.07,1989,1546,16.2,195,3.2
37_1030,1.05,1989,1546,16.2,195,3.2
37_1030,1.01,1989,1546,16.2,195,3.2
37_1030,1.08,1990,1115,17.4,203,3.2
37_1030,1.11,1990,1115,17.4,203,3.2
37_1030,1.12,1990,1115,17.4,203,3.2
37_1030,1.11,1990,1115,17.4,203,3.2
37_1030,1.1,1990,1115,17.4,203,3.2
37_1030,1.13,1990,1115,17.4,203,3.2
37_1030,1.09,1990,1115,17.4,203,3.2
37_1030,1.08,1990,1115,17.4,203,3.2
37_1030,1.1,1990,1115,17.4,203,3.2
37_1030,1.11,1991,1397,17.0,211,3.2
37_1030,1.09,1991,1397,17.0,211,3.2
37_1030,1.11,1991,1397,17.0,211,3.2
37_1030,1.12,1991,1397,17.0,211,3.2
37_1030,1.1,1991,1397,17.0,211,3.2
37_1030,1.0,1992,1226,16.1,209,3.2
37_1030,0.97,1992,1226,16.1,209,3.2
37_1030,1.0,1992,1226,16.1,209,3.2
37_1030,1.01,1992,1226,16.1,209,3.2
37_1030,1.01,1992,1226,16.1,209,3.2
37_1030,1.07,1993,1107,16.4,219,3.2
37_1030,1.07,1993,1107,16.4,219,3.2
37_1030,1.07,1993,1107,16.4,219,3.2
37_1030,1.04,1993,1107,16.4,219,3.2
37_1030,1.06,1993,1107,16.4,219,3.2
37_1030,1.11,1994,1228,16.6,198,3.2
37_1030,1.12,1994,1228,16.6,198,3.2
37_1030,1.1,1994,1228,16.6,198,3.2
37_1030,1.1,1994,1228,16.6,198,3.2
37_1030,1.12,1994,1228,16.6,198,3.2
37_1030,1.16,1995,991,16.4,229,3.2
37_1030,1.16,1995,991,16.4,229,3.2
37_1030,1.13,1995,991,16.4,229,3.2
37_1030,1.16,1997,990,15.7,267,3.2
37_1030,1.21,1997,990,15.7,267,3.2
37_1030,1.19,1997,990,15.7,267,3.2
37_1030,1.2,1997,990,15.7,267,3.2
37_1030,1.18,1997,990,15.7,267,3.2
37_1030,1.16,1998,1296,16.9,278,3.2
37_1030,1.19,1998,1296,16.9,278,3.2
37_1030,1.16,1998,1296,16.9,278,3.2
37_1030,1.16,1998,1296,16.9,278,3.2
37_1030,1.15,1998,1296,16.9,278,3.2
37_1030,1.17,1999,1450,16.6,289,3.2
37_1030,1.16,1999,1450,16.6,289,3.2
37_1030,1.18,1999,1450,16.6,289,3.2
37_1030,1.15,1999,1450,16.6,289,3.2
37_1030,1.18,1999,1450,16.6,289,3.2
37_1030,1.15,2000,1290,15.6,295,3.2
37_1030,1.16,2000,1290,15.6,295,3.2
37_1030,1.12,2000,1290,15.6,295,3.2
37_1030,1.17,2000,1290,15.6,295,3.2
37_1030,1.14,2000,1290,15.6,295,3.2
40_1015,1.51,1990,1374,17.6,297,3.0
40_1015,1.52,1990,1374,17.6,297,3.0
40_1015,1.51,1990,1374,17.6,297,3.0
40_1015,1.51,1990,1374,17.6,297,3.0
40_1015,1.51,1990,1374,17.6,297,3.0
40_1015,1.6,1991,1250,17.1,297,3.0
40_1015,1.6,1991,1250,17.1,297,3.0
40_1015,1.58,1991,1250,17.1,297,3.0
40_1015,1.59,1991,1250,17.1,297,3.0
40_1015,1.56,1991,1250,17.1,297,3.0
40_1015,1.59,1993,1093,16.2,148,3.0
40_1015,1.57,1993,1093,16.2,148,3.0
40_1015,1.57,1993,1093,16.2,148,3.0
40_1015,1.6,1993,1093,16.2,148,3.0
40_1015,1.61,1993,1093,16.2,148,3.0
40_1015,1.45,1995,1059,16.8,198,3.0
40_1015,1.43,1995,1059,16.8,198,3.0
40_1015,1.42,1995,1059,16.8,198,3.0
40_1015,1.52,1995,1059,16.8,198,3.0
40_1015,1.43,1995,1059,16.8,198,3.0
40_1015,1.66,1998,1050,17.2,214,3.0
40_1015,1.75,1998,1050,17.2,214,3.0
40_1015,1.79,1998,1050,17.2,214,3.0
40_1015,1.69,1998,1050,17.2,214,3.0
40_1015,1.78,1998,1050,17.2,214,3.0
40_1017,1.38,1991,1172,16.7,1282,3.1
40_1017,1.34,1991,1172,16.7,1282,3.1
40_1017,1.35,1991,1172,16.7,1282,3.1
40_1017,1.49,1991,1172,16.7,1282,3.1
40_1017,1.5,1991,1172,16.7,1282,3.1
40_1017,1.49,1991,1172,16.7,1282,3.1
40_1017,1.49,1991,1172,16.7,1282,3.1
40_1017,1.39,1991,1172,16.7,1282,3.1
40_1017,1.52,1991,1172,16.7,1282,3.1
40_1017,1.57,1993,1338,15.6,1149,3.1
40_1017,1.6,1993,1338,15.6,1149,3.1
40_1017,1.57,1993,1338,15.6,1149,3.1
40_1017,1.55,1993,1338,15.6,1149,3.1
40_1017,1.56,1993,1338,15.6,1149,3.1
40_1017,1.59,1995,1118,16.2,297,3.1
