STATE_CODE,SHRP_ID,YEAR,MRI,TOTAL_ANN_PRECIP,MEAN_ANN_TEMP_AVG,AADTT_ALL_TRUCKS_TREND,SN_VALUE
6,2647,1989,0.896000027656555,434.0,15.1000003814697,520,4.69999980926514
85,1808,1989,0.869000017642975,1403.69995117188,4.40000009536743,195,2.79999995231628
85,1808,1989,0.850000023841858,1403.69995117188,4.40000009536743,195,2.79999995231628
85,1808,1989,0.861000001430512,1403.69995117188,4.40000009536743,195,2.79999995231628
85,1801,1989,1.76499998569489,1177.5,5.09999990463257,586,2.79999995231628
85,1801,1989,1.72399997711182,1177.5,5.09999990463257,586,2.79999995231628
85,1801,1989,1.74600005149841,1177.5,5.09999990463257,586,2.79999995231628
85,1801,1989,1.74300003051758,1177.5,5.09999990463257,586,2.79999995231628
85,1801,1989,1.78999996185303,1177.5,5.09999990463257,586,2.79999995231628
6,1253,1989,1.72300004959106,810.5,15.8000001907349,210,5.0
6,1253,1989,1.73599994182587,810.5,15.8000001907349,210,5.0
6,1253,1989,1.74000000953674,810.5,15.8000001907349,210,5.0
37,1030,1989,1.04900002479553,1546.09997558594,16.2000007629395,195,3.20000004768372
37,1030,1989,1.04499995708466,1546.09997558594,16.2000007629395,195,3.20000004768372
37,1030,1989,1.067999958992,1546.09997558594,16.2000007629395,195,3.20000004768372
37,1030,1989,1.04999995231628,1546.09997558594,16.2000007629395,195,3.20000004768372
56,2018,1989,0.869000017642975,309.100006103516,7.19999980926514,198,6.30000019073486
56,2018,1989,0.930999994277954,309.100006103516,7.19999980926514,198,6.30000019073486
85,1808,1989,0.861999988555908,1403.69995117188,4.40000009536743,195,2.79999995231628
85,1808,1989,0.851000010967255,1403.69995117188,4.40000009536743,195,2.79999995231628
16,1021,1989,1.27600002288818,260.799987792969,6.09999990463257,490,3.29999995231628
16,1021,1989,1.26999998092651,260.799987792969,6.09999990463257,490,3.29999995231628
