STATE_CODE,SHRP_ID,YEAR,MRI,TOTAL_ANN_PRECIP,MEAN_ANN_TEMP_AVG,AADTT_ALL_TRUCKS_TREND,SN_VALUE
49,1017,1989,"1,39699995517731","151,600006103516","9,19999980926514",160,"2,70000004768372"
51,1417,1989,"1,57299995422363","1319,5","12,1000003814697",640,"6,09999990463257"
51,1417,1989,"1,64800000190735","1319,5","12,1000003814697",640,"6,09999990463257"
87,1806,1989,"0,874000012874603","807,099975585938","6,5",760,"7,90000009536743"
87,1806,1989,"0,953999996185303","807,099975585938","6,5",760,"7,90000009536743"
87,1806,1989,"0,879000008106232","807,099975585938","6,5",760,"7,90000009536743"
87,1806,1989,"0,83899998664856","807,099975585938","6,5",760,"7,90000009536743"
21,1010,1989,"1,22399997711182","1702,19995117188",12,45,"4,19999980926514"
38,2001,1989,"1,67499995231628","365,299987792969","3,40000009536743",220,"2,70000004768372"
51,1417,1989,"1,56299996376038","1319,5","12,1000003814697",640,"6,09999990463257"
38,2001,1989,"1,71099996566772","365,299987792969","3,40000009536743",220,"2,70000004768372"
38,2001,1989,"1,71599996089935","365,299987792969","3,40000009536743",220,"2,70000004768372"
21,1010,1989,"1,23800003528595","1702,19995117188",12,45,"4,19999980926514"
21,1010,1989,"1,20799994468689","1702,19995117188",12,45,"4,19999980926514"
21,1010,1989,"1,25300002098084","1702,19995117188",12,45,"4,19999980926514"
21,1010,1989,"1,22300004959106","1702,19995117188",12,45,"4,19999980926514"
87,1680,1989,"1,31599998474121","807,5","6,59999990463257",760,"7,09999990463257"
87,1680,1989,"1,27400004863739","807,5","6,59999990463257",760,"7,09999990463257"
87,1680,1989,"1,29700005054474","807,5","6,59999990463257",760,"7,09999990463257"
38,2001,1989,"1,68900001049042","365,299987792969","3,40000009536743",220,"2,70000004768372"
51,1417,1989,"1,56900000572205","1319,5","12,1000003814697",640,"6,09999990463257"
51,1417,1989,"1,58700001239777","1319,5","12,1000003814697",640,"6,09999990463257"
50,1004,1989,"1,65499997138977",745,"7,19999980926514",230,"10,8000001907349"
9,1803,1989,"1,48699998855591","1590,09997558594","9,80000019073486",120,"5,69999980926514"
87,1620,1989,"1,5440000295639","1057,09997558594","5,59999990463257",492,"9,30000019073486"
87,1620,1989,"1,52100002765656","1057,09997558594","5,59999990463257",492,"9,30000019073486"
87,1620,1989,"1,50499999523163","1057,09997558594","5,59999990463257",492,"9,30000019073486"
50,1681,1989,"1,20799994468689","953,900024414063","6,59999990463257",540,"5,5"
51,1417,1989,"1,58700001239777","1319,5","12,1000003814697",640,"6,69999980926514"
51,1417,1989,"1,56900000572205","1319,5","12,1000003814697",640,"6,69999980926514"
51,1417,1989,"1,56299996376038","1319,5","12,1000003814697",640,"6,69999980926514"
51,1417,1989,"1,57299995422363","1319,5","12,1000003814697",640,"6,69999980926514"
51,1417,1989,"1,64800000190735","1319,5","12,1000003814697",640,"6,69999980926514"
50,1681,1989,"1,22200000286102","953,900024414063","6,59999990463257",540,"5,5"
50,1681,1989,"1,22000002861023","953,900024414063","6,59999990463257",540,"5,5"
50,1681,1989,"1,21200001239777","953,900024414063","6,59999990463257",540,"5,5"
50,1681,1989,"1,16400003433228","953,900024414063","6,59999990463257",540,"5,5"
50,1004,1989,"1,64600002765656",745,"7,19999980926514",230,"10,8000001907349"
50,1004,1989,"1,62699997425079",745,"7,19999980926514",230,"10,8000001907349"
50,1004,1989,"1,67700004577637",745,"7,19999980926514",230,"10,8000001907349"
50,1004,1989,"1,64499998092651",745,"7,19999980926514",230,"10,8000001907349"
87,1806,1989,"0,901000022888184","807,099975585938","6,5",760,"7,90000009536743"
87,1680,1989,"1,30499994754791","807,5","6,59999990463257",760,"7,09999990463257"
9,1803,1989,"1,49100005626678","1590,09997558594","9,80000019073486",120,"5,69999980926514"
87,1680,1989,"1,28199994564056","807,5","6,59999990463257",760,"7,09999990463257"
21,1034,1989,"1,08299994468689","1575,80004882813","13,5",190,"6,40000009536743"
6,1253,1989,"1,74000000953674","810,5","15,8000001907349",210,4
87,1680,1989,"1,31599998474121","807,5","6,59999990463257",760,"7,90000009536743"
87,1680,1989,"1,27400004863739","807,5","6,59999990463257",760,"7,90000009536743"
87,1680,1989,"1,29700005054474","807,5","6,59999990463257",760,"7,90000009536743"
87,1680,1989,"1,30499994754791","807,5","6,59999990463257",760,"7,90000009536743"
87,1680,1989,"1,28199994564056","807,5","6,59999990463257",760,"7,90000009536743"
6,1253,1989,"1,73599994182587","810,5","15,8000001907349",210,4
87,1622,1989,"1,39300000667572",1111,"3,79999995231628",532,"8,10000038146973"
6,1253,1989,"1,73099994659424","810,5","15,8000001907349",210,4
87,1622,1989,"1,4210000038147",1111,"3,79999995231628",532,"8,10000038146973"
87,1622,1989,"1,35199999809265",1111,"3,79999995231628",532,"8,10000038146973"
18,1037,1989,"1,79999995231628",1346,13,207,"7,90000009536743"
18,1037,1989,"1,85199999809265",1346,13,207,"7,90000009536743"
18,1037,1989,"1,80599999427795",1346,13,207,"7,90000009536743"
41,2002,1989,"1,29999995231628","701,400024414063","11,3999996185303",315,6
41,2002,1989,"1,24899995326996","701,400024414063","11,3999996185303",315,6
41,2002,1989,"1,30499994754791","701,400024414063","11,3999996185303",315,6
41,2002,1989,"1,32700002193451","701,400024414063","11,3999996185303",315,6
87,1622,1989,"1,39699995517731",1111,"3,79999995231628",532,"8,10000038146973"
50,1004,1989,"1,64600002765656",745,"7,19999980926514",230,"10,1000003814697"
90,6412,1989,"1,73000001907349","364,399993896484","2,70000004768372",333,"3,29999995231628"
50,1004,1989,"1,67700004577637",745,"7,19999980926514",230,"10,1000003814697"
21,1034,1989,"1,09599995613098","1575,80004882813","13,5",190,"6,40000009536743"
21,1014,1989,"1,45899999141693","1503,69995117188","13,1000003814697",290,"6,09999990463257"
